ViewerID,age,gender,children,marital,Household Size,Social Class,Household Status,Working Status,Ethnic Origin,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type,Mosaic Classification
17215-2,45-64,F,0,married,2 people,C2,Neither hw nor hh,8-29 hours per week,Other White,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Liberal Opinions - Urban Cool
17242-1,35-44,F,2,married,6 people,AB,Housewife,8-29 hours per week,Asian – Bangladeshi,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Multicultural Towers
17242-2,45-64,M,2,married,6 people,AB,Head of household,8-29 hours per week,Asian – Bangladeshi,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Multicultural Towers
17242-3,16-24,F,2,single,6 people,AB,Neither hw nor hh,f.t. education / under school,Asian – Bangladeshi,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Multicultural Towers
17243-3,35-44,M,0,single,3 people,AB,Neither hw nor hh,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Voices of Authority
17432-1,45-64,F,0,single,1 person,AB,housewife and head of household,30+ hours per week,Black – Caribbean,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Upper Floor Living - Re-Housed Migrants
17797-1,45-64,F,0,single,1 person,AB,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Bright Young Things
17996-1,45-64,M,0,single,1 person,C1,housewife and head of household,No paid work,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,New Homemakers - Buy-to-Let Territory
18362-4,35-44,M,0,single,2 people,C1,Neither hw nor hh,30+ hours per week,Black – Caribbean,5,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Urban Cool
18417-1,45-64,F,1,single,5 people,D,housewife and head of household,8-29 hours per week,Black – African,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Global Fusion
18417-2,16-24,F,1,single,5 people,D,Neither hw nor hh,f.t. education / under school,Black – African,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Global Fusion
18417-3,16-24,F,1,single,5 people,D,Neither hw nor hh,f.t. education / under school,Black – African,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Global Fusion
18417-4,25-34,F,1,single,5 people,D,Neither hw nor hh,No paid work,Black – African,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Global Fusion
18422-1,45-64,M,0,married,2 people,C1,Head of household,30+ hours per week,Asian – Pakistani,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Terraced Melting Pot - Global Fusion
18422-2,45-64,F,0,married,2 people,C1,Housewife,8-29 hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Terraced Melting Pot - Global Fusion
18646-1,45-64,M,0,married,2 people,E,Head of household,No paid work,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Terraced Melting Pot - Global Fusion
18646-2,45-64,F,0,married,2 people,E,Housewife,No paid work,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Terraced Melting Pot - Global Fusion
18710-2,45-64,M,0,married,1 person,E,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Garden Suburbia
18786-2,45-64,F,0,married,2 people,AB,Housewife,No paid work,Other mixed background,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Alpha Territory - Business Class
18879-1,45-64,F,0,single,1 person,AB,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Bright Young Things
19233-1,45-64,F,0,single,2 people,AB,housewife and head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Streetwise Kids
19233-3,25-34,M,0,single,2 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Streetwise Kids
19453-1,45-64,F,1,married,5 people,AB,Housewife,less than 8 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Voices of Authority
19453-2,35-44,M,1,married,5 people,AB,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Voices of Authority
19910-1,45-64,F,0,married,3 people,D,housewife and head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Liberal Opinions - Convivial Homeowners
19910-2,16-24,M,0,single,3 people,D,Neither hw nor hh,f.t. education / under school,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Liberal Opinions - Convivial Homeowners
19910-6,45-64,M,0,married,3 people,D,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Liberal Opinions - Convivial Homeowners
20146-1,45-64,M,0,married,4 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Voices of Authority
20146-2,45-64,F,0,married,4 people,AB,Housewife,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Voices of Authority
20146-3,16-24,F,0,single,4 people,AB,Neither hw nor hh,f.t. education / under school,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Voices of Authority
20146-4,16-24,M,0,single,4 people,AB,Neither hw nor hh,f.t. education / under school,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Voices of Authority
21113-2,45-64,M,1,single,2 people,C2,housewife and head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Liberal Opinions - Crash Pad Professionals
21286-1,45-64,F,0,single,1 person,AB,housewife and head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Liberal Opinions - Convivial Homeowners
21779-3,35-44,M,0,single,3 people,C2,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Terraced Melting Pot - Global Fusion
22045-1,45-64,F,0,single,1 person,D,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - Foot on the Ladder
22265-1,35-44,F,1,single,2 people,C1,housewife and head of household,8-29 hours per week,Asian – Indian,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Terraced Melting Pot - Global Fusion
22315-2,45-64,F,0,married,3 people,D,Housewife,8-29 hours per week,Other Asian background,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Upper Floor Living - Multicultural Towers
22315-3,16-24,M,0,single,3 people,D,Neither hw nor hh,30+ hours per week,Other Asian background,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Upper Floor Living - Multicultural Towers
22645-1,25-34,M,0,single,8 people,D,Neither hw nor hh,30+ hours per week,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
22645-2,25-34,F,0,single,8 people,D,Neither hw nor hh,30+ hours per week,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
22645-3,45-64,M,0,married,8 people,D,Head of household,30+ hours per week,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
22645-4,45-64,F,0,married,8 people,D,Housewife,30+ hours per week,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
22645-5,35-44,F,0,single,8 people,D,Neither hw nor hh,8-29 hours per week,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
22645-6,45-64,M,0,married,8 people,D,Neither hw nor hh,No paid work,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
22645-7,45-64,M,0,married,8 people,D,Neither hw nor hh,8-29 hours per week,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
22645-8,45-64,F,0,married,8 people,D,Neither hw nor hh,8-29 hours per week,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
22794-4,35-44,M,1,single,4 people,C2,Neither hw nor hh,30+ hours per week,Other White,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Upper Floor Living - Re-Housed Migrants
22794-6,35-44,F,1,married,4 people,C2,Neither hw nor hh,No paid work,White British,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Upper Floor Living - Re-Housed Migrants
23162-2,16-24,M,0,single,2 people,E,Neither hw nor hh,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
23205-1,45-64,F,0,single,1 person,D,housewife and head of household,30+ hours per week,Black – African,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Liberal Opinions - Urban Cool
23355-1,45-64,M,0,single,1 person,AB,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Liberal Opinions - Bright Young Things
23356-1,35-44,M,0,single,2 people,AB,housewife and head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Terraced Melting Pot - Global Fusion
23356-6,45-64,M,0,single,2 people,AB,Neither hw nor hh,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Terraced Melting Pot - Global Fusion
24313-1,45-64,F,0,single,2 people,E,housewife and head of household,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Dormitory Villagers
24313-3,25-34,M,0,single,2 people,E,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Dormitory Villagers
24857-1,45-64,M,2,married,4 people,C1,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,New Homemakers - Foot on the Ladder
24857-2,35-44,F,2,married,4 people,C1,Neither hw nor hh,30+ hours per week,Chinese,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,New Homemakers - Foot on the Ladder
24858-1,35-44,F,0,single,3 people,C1,housewife and head of household,30+ hours per week,Asian – Indian,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Upper Floor Living - Re-Housed Migrants
24858-13,25-34,F,0,single,3 people,C1,Neither hw nor hh,30+ hours per week,Other White,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Upper Floor Living - Re-Housed Migrants
24858-15,25-34,M,0,single,3 people,C1,Neither hw nor hh,30+ hours per week,Other White,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Upper Floor Living - Re-Housed Migrants
24867-1,45-64,F,0,single,4 people,C1,housewife and head of household,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Upper Floor Living - Re-Housed Migrants
24867-2,25-34,F,0,single,4 people,C1,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Upper Floor Living - Re-Housed Migrants
24867-3,16-24,F,0,single,4 people,C1,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Upper Floor Living - Re-Housed Migrants
24867-4,16-24,F,0,single,4 people,C1,Neither hw nor hh,8-29 hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Upper Floor Living - Re-Housed Migrants
24882-1,35-44,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Liberal Opinions - Bright Young Things
25162-3,35-44,M,0,single,3 people,D,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Jacks of All Trades
25282-1,25-34,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - First to Move In
25282-12,25-34,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - First to Move In
25292-1,45-64,M,0,single,1 person,AB,housewife and head of household,less than 8 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Bright Young Things
