respondent-id,age,gender,education,income,children,marital,pets
GQ529U,35-44,F,Schooling until age 18,Mid 50%,1,single,1
QK282R,16-24,M,University degree,Bottom 25%,0,single,1
DA494O,45-64,M,Schooling until age 18,Mid 50%,1,single,3+
HB305N,35-44,M,Postgraduate degree,Mid 50%,2,married,2
DQ384B,35-44,F,Trade / technical school or college,Bottom 25%,0,single,1
PU765J,16-24,F,University degree,Top 25%,0,single,1
DS997Y,45-64,M,Schooling until age 18,Mid 50%,2,single,2
WW995D,35-44,F,Schooling until age 18,Mid 50%,2,married,2
HE630N,35-44,M,Postgraduate degree,Top 25%,2,married,2
EX328P,35-44,M,University degree,Top 25%,3+,married,0
WO619B,35-44,F,Schooling until age 18,Mid 50%,3+,married,3+
WF549A,45-64,F,Schooling until age 16,Mid 50%,3+,married,2
ZT744N,25-34,F,University degree,Mid 50%,0,single,1
KD505X,25-34,M,Schooling until age 18,Top 25%,0,single,3+
KM943E,16-24,F,University degree,Mid 50%,0,single,0
LQ651Q,35-44,F,Schooling until age 18,Mid 50%,1,married,1
BC808W,45-64,F,Schooling until age 18,Bottom 25%,1,single,0
NX999N,25-34,F,University degree,Mid 50%,0,single,1
FF818L,25-34,F,Postgraduate degree,Top 25%,2,married,0
YI320Y,25-34,M,Postgraduate degree,Top 25%,2,married,1
XF236W,45-64,M,Trade / technical school or college,Bottom 25%,0,single,1
AN852C,35-44,F,Schooling until age 16,Bottom 25%,3+,single,1
LC646D,16-24,M,Schooling until age 18,Prefer not to say,0,single,2
YR147U,45-64,M,University degree,Mid 50%,2,single,0
ZN398N,16-24,M,Postgraduate degree,Top 25%,0,single,2
ER611F,35-44,F,Schooling until age 18,Mid 50%,2,married,2
MF947A,45-64,F,University degree,Mid 50%,0,single,3+
JD582Z,35-44,F,Schooling until age 16,Bottom 25%,0,single,2
IG377L,45-64,M,Schooling until age 16,Bottom 25%,2,single,3+
ZP512V,16-24,F,Schooling until age 18,Mid 50%,0,single,0
SV367W,45-64,M,Schooling until age 16,Mid 50%,1,single,0
ST264E,16-24,M,University degree,Prefer not to say,0,single,2
CW717S,25-34,F,Schooling until age 18,Prefer not to say,1,married,3+
IV706J,45-64,F,Schooling until age 16,Bottom 25%,0,single,2
UA459J,25-34,F,Schooling until age 18,Mid 50%,2,married,1
QV176C,16-24,M,Schooling until age 18,Mid 50%,0,single,2
VC957L,25-34,M,Trade / technical school or college,Mid 50%,0,married,2
XE292Z,25-34,F,Postgraduate degree,Top 25%,2,single,0
QG793E,45-64,F,University degree,Mid 50%,1,single,3+
XJ201Y,45-64,F,University degree,Top 25%,0,single,2
MP800G,25-34,M,University degree,Top 25%,0,single,1
AI550T,45-64,M,Schooling until age 18,Mid 50%,1,single,3+
BL886R,45-64,M,Trade / technical school or college,Mid 50%,2,married,1
MH648P,35-44,M,Postgraduate degree,Top 25%,1,married,2
MU250R,35-44,F,Schooling until age 18,Mid 50%,0,married,3+
LA505A,45-64,F,University degree,Top 25%,0,single,2
SB487L,25-34,M,University degree,Mid 50%,0,single,1
RL915A,16-24,M,Schooling until age 18,Bottom 25%,0,single,1
ZZ398S,45-64,F,Trade / technical school or college,Bottom 25%,0,single,1
LO202M,45-64,M,University degree,Mid 50%,0,married,1
MW554P,45-64,F,Trade / technical school or college,Prefer not to say,0,single,0
SJ942B,45-64,M,Postgraduate degree,Top 25%,0,single,2
AT546C,25-34,F,Schooling until age 18,Mid 50%,3+,single,0
SP573C,45-64,F,Schooling until age 18,Mid 50%,1,married,1
FQ496G,25-34,M,University degree,Mid 50%,0,married,2
YQ489E,25-34,F,University degree,Mid 50%,3+,married,3+
EF587S,16-24,F,Schooling until age 18,Prefer not to say,0,single,0
RL260J,45-64,F,Trade / technical school or college,Top 25%,1,married,2
CF439V,35-44,F,Schooling until age 18,Mid 50%,2,single,1
FI298P,16-24,M,Schooling until age 18,Mid 50%,0,single,2
XW166U,35-44,F,Schooling until age 18,Bottom 25%,2,married,3+
CX709K,35-44,F,Trade / technical school or college,Bottom 25%,2,single,0
JU839O,35-44,M,University degree,Top 25%,0,single,2
OJ218P,45-64,F,University degree,Mid 50%,1,married,1
RF518A,25-34,F,University degree,Mid 50%,0,single,1
BH558W,45-64,F,University degree,Bottom 25%,1,single,3+
CS147D,45-64,M,Trade / technical school or college,Mid 50%,1,married,3+
DN458M,45-64,M,Trade / technical school or college,Top 25%,0,single,3+
BM316G,45-64,F,Schooling until age 18,Bottom 25%,1,single,2
IU759M,25-34,F,Trade / technical school or college,Top 25%,0,single,1
FS431P,16-24,M,University degree,Prefer not to say,2,single,2
RU208L,25-34,F,Postgraduate degree,Top 25%,0,single,3+
IO602O,25-34,F,Schooling until age 18,Bottom 25%,0,single,0
MZ722K,45-64,F,Schooling until age 18,Bottom 25%,3+,married,3+
UC880Z,16-24,F,Schooling until age 18,Mid 50%,0,single,2
CR254T,35-44,F,Trade / technical school or college,Top 25%,1,single,2
XN108X,25-34,F,Postgraduate degree,Mid 50%,0,single,3+
WN448S,16-24,M,University degree,Mid 50%,0,single,2
EZ410I,35-44,M,University degree,Mid 50%,2,married,1
LO941C,25-34,F,Trade / technical school or college,Mid 50%,2,single,0
JW453G,35-44,M,Postgraduate degree,Mid 50%,0,single,1
HK993C,45-64,F,Schooling until age 16,Bottom 25%,1,single,2
FM867D,16-24,F,Schooling until age 18,Mid 50%,0,single,2
PE425C,45-64,F,Schooling until age 16,Top 25%,2,single,1
AM706G,16-24,F,Trade / technical school or college,Mid 50%,0,single,1
CW265O,45-64,M,Postgraduate degree,Mid 50%,2,married,1
KQ994T,45-64,F,Schooling until age 18,Bottom 25%,2,single,1
GN508E,25-34,M,Schooling until age 18,Top 25%,0,single,0
BL936Q,16-24,M,Schooling until age 16,Prefer not to say,0,single,0
RC111M,45-64,M,Schooling until age 16,Bottom 25%,3+,single,3+
GJ914V,45-64,F,Schooling until age 18,Top 25%,3+,married,2
OD344T,45-64,F,Schooling until age 18,Top 25%,2,single,1
KN542K,25-34,M,Postgraduate degree,Mid 50%,0,married,0
PD232N,45-64,F,Trade / technical school or college,Mid 50%,2,single,1
BF822Y,16-24,F,Schooling until age 16,Mid 50%,0,single,0
MU759Q,25-34,F,Schooling until age 18,Mid 50%,0,married,0
JD305G,45-64,M,Schooling until age 16,Mid 50%,1,married,0
IX181H,35-44,M,Schooling until age 18,Mid 50%,3+,single,2
FV468A,25-34,F,Schooling until age 18,Bottom 25%,3+,single,0
QU371V,45-64,F,Trade / technical school or college,Mid 50%,0,single,0
GG903V,45-64,M,University degree,Mid 50%,2,married,2
XZ471K,45-64,F,Schooling until age 16,Bottom 25%,2,married,3+
BP313V,45-64,M,Postgraduate degree,Mid 50%,3+,married,1
DF625X,45-64,M,Schooling until age 16,Bottom 25%,0,married,0
AO627G,16-24,F,University degree,Mid 50%,0,single,2
VZ919R,16-24,M,Schooling until age 18,Bottom 25%,0,single,3+
YO245K,35-44,M,Schooling until age 16,Prefer not to say,0,single,2
SY872E,35-44,F,University degree,Prefer not to say,2,married,0
VK144W,45-64,M,University degree,Top 25%,1,married,3+
FK120L,35-44,M,Schooling until age 16,Mid 50%,0,single,0
PT323U,25-34,F,University degree,Top 25%,0,single,2
JH792J,45-64,F,University degree,Mid 50%,2,married,1
WN681E,16-24,M,Schooling until age 18,Mid 50%,0,single,1
ZF455E,35-44,M,Postgraduate degree,Top 25%,2,married,1
BH886D,45-64,M,Schooling until age 16,Bottom 25%,0,single,0
SD632V,45-64,M,Schooling until age 18,Mid 50%,3+,married,1
ZY745A,35-44,M,Schooling until age 16,Mid 50%,0,single,0
GV534E,16-24,M,Schooling until age 18,Mid 50%,0,single,3+
TD182V,45-64,F,Schooling until age 16,Mid 50%,0,married,1
CD593C,25-34,F,University degree,Top 25%,1,married,2
JA809J,45-64,F,Trade / technical school or college,Mid 50%,1,married,3+
QE390K,35-44,F,University degree,Bottom 25%,1,single,3+
LT117K,25-34,F,Schooling until age 18,Bottom 25%,0,single,3+
JY201A,16-24,M,Schooling until age 18,Bottom 25%,0,single,2
ON825D,45-64,M,University degree,Mid 50%,1,married,1
WS646M,45-64,F,Schooling until age 16,Prefer not to say,3+,single,2
ZK423G,35-44,M,University degree,Mid 50%,3+,single,0
IP921O,45-64,F,Schooling until age 16,Mid 50%,3+,single,2
XZ401H,16-24,F,Schooling until age 18,Prefer not to say,0,single,0
EF326P,35-44,F,Schooling until age 16,Bottom 25%,1,single,2
OS104A,45-64,M,Trade / technical school or college,Prefer not to say,0,single,0
SZ271P,45-64,F,University degree,Mid 50%,2,married,1
GV439I,25-34,M,University degree,Top 25%,2,married,2
YW170H,45-64,F,University degree,Mid 50%,2,single,0
BA579B,35-44,F,University degree,Prefer not to say,1,married,2
FV748F,45-64,F,Trade / technical school or college,Mid 50%,3+,single,1
YB585K,35-44,M,Trade / technical school or college,Mid 50%,3+,married,3+
UN793Y,35-44,M,Trade / technical school or college,Mid 50%,2,married,0
EM383Z,45-64,M,Schooling until age 16,Mid 50%,0,single,3+
HC392J,45-64,M,Schooling until age 18,Mid 50%,1,married,1
TX361S,45-64,F,Schooling until age 16,Mid 50%,2,married,2
CI605T,25-34,F,University degree,Prefer not to say,0,single,1
WD867L,16-24,M,Schooling until age 18,Bottom 25%,0,single,1
FJ529Q,35-44,F,Schooling until age 18,Top 25%,0,single,2
YB552V,45-64,F,Schooling until age 18,Top 25%,1,single,0
JQ576D,45-64,M,Schooling until age 18,Mid 50%,0,single,0
NS781S,25-34,F,University degree,Mid 50%,1,single,2
AB677O,45-64,F,University degree,Mid 50%,3+,married,3+
VB912H,45-64,F,Schooling until age 16,Mid 50%,2,married,2
PF743A,45-64,F,University degree,Mid 50%,1,married,0
CB999L,45-64,F,Trade / technical school or college,Mid 50%,2,married,2
PW215D,45-64,M,Schooling until age 16,Mid 50%,1,married,3+
BO690I,16-24,M,Schooling until age 18,Mid 50%,0,single,3+
HP456J,45-64,F,Schooling until age 16,Mid 50%,3+,married,2
LI663J,25-34,M,Trade / technical school or college,Bottom 25%,0,single,2
OE144L,35-44,F,Postgraduate degree,Top 25%,1,married,2
DK484Q,45-64,F,Trade / technical school or college,Mid 50%,3+,married,2
AE872Y,25-34,F,University degree,Top 25%,0,single,3+
UP417C,25-34,M,Schooling until age 18,Bottom 25%,1,married,3+
GE934Y,16-24,F,University degree,Mid 50%,0,single,1
TP888I,45-64,F,University degree,Top 25%,1,single,0
ZW857K,35-44,M,Schooling until age 18,Mid 50%,3+,single,3+
AS682H,25-34,F,University degree,Mid 50%,1,married,1
CU413L,25-34,M,Schooling until age 18,Bottom 25%,0,single,1
PH251T,45-64,F,Schooling until age 16,Bottom 25%,2,single,0
MJ234T,16-24,F,Schooling until age 16,Prefer not to say,0,single,0
ZD940C,25-34,F,University degree,Bottom 25%,0,single,3+
NQ838L,45-64,F,Schooling until age 16,Mid 50%,3+,married,3+
TB127O,25-34,F,Postgraduate degree,Bottom 25%,0,single,0
UO902B,35-44,F,Trade / technical school or college,Bottom 25%,1,single,1
OE238Z,16-24,M,Schooling until age 16,Top 25%,0,single,3+
VG502D,35-44,F,Schooling until age 18,Mid 50%,3+,married,0
RT428K,45-64,M,Postgraduate degree,Mid 50%,3+,married,3+
CN886P,25-34,F,Schooling until age 16,Bottom 25%,1,single,1
QB361G,35-44,M,Schooling until age 16,Top 25%,2,single,2
MM985M,25-34,F,University degree,Prefer not to say,2,married,1
CN280C,16-24,F,Schooling until age 18,Prefer not to say,0,single,1
FC297C,25-34,F,University degree,Mid 50%,0,single,1
KW738L,16-24,F,University degree,Prefer not to say,0,single,0
DJ205V,25-34,M,University degree,Top 25%,2,married,2
TD502G,16-24,F,Schooling until age 16,Mid 50%,0,single,3+
GA660C,45-64,F,Schooling until age 16,Mid 50%,2,single,2
KX162X,45-64,F,Trade / technical school or college,Mid 50%,3+,single,3+
ZE991V,35-44,M,Schooling until age 18,Mid 50%,1,married,3+
MS479E,45-64,F,Schooling until age 18,Mid 50%,0,single,0
NS760J,35-44,F,Postgraduate degree,Mid 50%,0,single,1
VW745F,45-64,F,Schooling until age 16,Mid 50%,3+,married,3+
XF295F,16-24,F,Schooling until age 18,Bottom 25%,0,single,1
NM888J,45-64,F,University degree,Prefer not to say,0,single,2
GR552C,16-24,F,Schooling until age 18,Bottom 25%,0,single,0
FQ596E,45-64,F,Schooling until age 16,Bottom 25%,1,single,0
QA343Y,35-44,F,Trade / technical school or college,Prefer not to say,0,single,2
SM639O,45-64,M,Trade / technical school or college,Bottom 25%,0,single,0
MQ718K,45-64,M,Trade / technical school or college,Top 25%,1,married,1
JF474S,16-24,F,University degree,Mid 50%,0,single,0
JM578J,16-24,F,University degree,Top 25%,0,single,2
NQ202D,45-64,M,Schooling until age 16,Mid 50%,0,married,2
UE410M,45-64,M,University degree,Top 25%,2,single,1
WX356K,45-64,F,University degree,Mid 50%,0,single,1
SV277I,45-64,F,Schooling until age 18,Prefer not to say,2,married,0
VK919W,35-44,F,University degree,Top 25%,2,married,2
CL800U,45-64,M,Trade / technical school or college,Top 25%,2,married,1
LG728Y,25-34,F,University degree,Mid 50%,0,married,3+
ZK899Z,45-64,M,Schooling until age 16,Mid 50%,0,single,2
HD987G,35-44,M,Postgraduate degree,Top 25%,3+,married,2
OM456A,35-44,M,Schooling until age 18,Mid 50%,3+,married,2
NF545J,25-34,M,University degree,Mid 50%,0,single,2
MI592J,45-64,F,Schooling until age 18,Mid 50%,2,single,2
HL298C,16-24,M,Trade / technical school or college,Bottom 25%,0,single,3+
GK394L,25-34,F,Schooling until age 18,Bottom 25%,1,married,2
OV569Z,16-24,F,Schooling until age 18,Prefer not to say,0,single,3+
QR387L,45-64,F,Schooling until age 18,Mid 50%,2,married,1
OD435U,45-64,M,Trade / technical school or college,Top 25%,0,married,0
HX796V,35-44,F,Postgraduate degree,Mid 50%,0,married,2
JU202Q,45-64,F,University degree,Prefer not to say,2,married,2
DH395Z,25-34,F,University degree,Prefer not to say,0,single,0
WX117D,25-34,M,University degree,Top 25%,1,married,1
RC113O,45-64,M,Trade / technical school or college,Bottom 25%,2,single,0
OL551K,25-34,F,University degree,Top 25%,0,married,0
WU135L,16-24,F,University degree,Mid 50%,1,single,1
GG531A,16-24,F,University degree,Top 25%,0,single,2
KK743I,45-64,M,University degree,Mid 50%,2,married,2
JQ764X,35-44,F,University degree,Mid 50%,3+,single,0
SA431H,16-24,F,Schooling until age 18,Mid 50%,0,single,0
ZW589M,16-24,M,University degree,Bottom 25%,0,single,0
VK649T,45-64,F,Schooling until age 16,Prefer not to say,0,single,2
FO720S,16-24,F,Schooling until age 16,Bottom 25%,2,single,2
XV347W,25-34,F,Schooling until age 16,Mid 50%,2,single,2
DI652B,16-24,F,Schooling until age 16,Bottom 25%,1,single,0
BF148U,45-64,F,Schooling until age 18,Mid 50%,2,married,2
KG888Z,16-24,F,University degree,Bottom 25%,0,single,0
OX915O,45-64,F,University degree,Prefer not to say,1,single,3+
XU920O,16-24,M,University degree,Prefer not to say,0,single,1
DD666L,45-64,F,Postgraduate degree,Top 25%,2,married,3+
RX647M,45-64,M,Schooling until age 16,Mid 50%,3+,married,2
TA963I,45-64,M,Schooling until age 16,Mid 50%,2,married,2
AD874M,45-64,F,University degree,Bottom 25%,1,married,1
WR420A,45-64,F,Trade / technical school or college,Prefer not to say,0,married,2
XZ498C,35-44,M,University degree,Top 25%,0,married,2
NC391E,45-64,F,Schooling until age 16,Mid 50%,2,single,1
KC995S,45-64,F,Schooling until age 18,Bottom 25%,3+,married,1
II916M,45-64,M,University degree,Bottom 25%,1,married,0
OG696W,45-64,F,University degree,Top 25%,3+,married,0
RP141H,25-34,F,Schooling until age 18,Mid 50%,0,single,1
VL632D,16-24,F,Schooling until age 18,Bottom 25%,0,single,1
YP570V,45-64,M,Schooling until age 18,Top 25%,1,married,1
GX338Q,45-64,M,University degree,Top 25%,2,married,0
HZ345Y,45-64,M,Trade / technical school or college,Mid 50%,0,single,3+
CA932C,16-24,M,Schooling until age 18,Bottom 25%,0,single,1
LK308S,25-34,F,University degree,Bottom 25%,2,married,0
BS880O,16-24,F,Postgraduate degree,Prefer not to say,0,single,1
UE446J,25-34,F,University degree,Top 25%,0,single,2
VT860E,25-34,F,Trade / technical school or college,Mid 50%,2,married,3+
SS994M,45-64,F,University degree,Mid 50%,2,married,1
HQ918H,25-34,M,Postgraduate degree,Top 25%,2,married,0
OF393X,45-64,F,Schooling until age 18,Bottom 25%,0,single,0
NU359O,16-24,M,Schooling until age 18,Bottom 25%,0,single,0
BZ585K,25-34,M,Postgraduate degree,Top 25%,2,married,3+
DP246M,25-34,M,Trade / technical school or college,Mid 50%,3+,married,2
CI221Z,16-24,F,University degree,Top 25%,0,single,0
HK443J,45-64,M,Schooling until age 18,Bottom 25%,0,single,3+
BI453M,45-64,F,Trade / technical school or college,Mid 50%,0,married,3+
QD849W,16-24,M,Schooling until age 16,Bottom 25%,1,single,3+
EM132U,45-64,F,Postgraduate degree,Mid 50%,1,married,1
TO749U,45-64,F,Trade / technical school or college,Mid 50%,2,married,3+
IB762K,35-44,F,Trade / technical school or college,Mid 50%,0,single,1
KO456C,45-64,F,Schooling until age 16,Top 25%,0,married,2
XO705Y,16-24,F,University degree,Prefer not to say,0,single,1
SM791K,35-44,M,Schooling until age 16,Bottom 25%,0,single,3+
LP344N,45-64,F,Trade / technical school or college,Bottom 25%,2,single,1
FS605J,35-44,M,University degree,Mid 50%,1,single,1
ZC149L,25-34,M,University degree,Mid 50%,0,single,3+
MP895Q,45-64,F,Schooling until age 16,Mid 50%,0,married,0
LD471F,45-64,M,Schooling until age 18,Mid 50%,0,single,2
UY381Y,45-64,M,University degree,Mid 50%,0,married,3+
YR727V,45-64,M,Schooling until age 16,Mid 50%,0,married,0
UT241G,35-44,M,Schooling until age 18,Bottom 25%,0,married,3+
ME149U,45-64,F,Trade / technical school or college,Bottom 25%,3+,married,3+
HR710V,25-34,F,University degree,Mid 50%,3+,married,3+
IU947I,25-34,M,University degree,Bottom 25%,2,married,1
ZQ161A,25-34,F,Schooling until age 16,Prefer not to say,1,married,3+
NA619J,45-64,M,Schooling until age 18,Top 25%,0,married,0
ZT749U,45-64,F,Schooling until age 16,Bottom 25%,0,single,3+
QZ547L,45-64,F,Schooling until age 16,Bottom 25%,2,married,3+
IF797A,25-34,M,University degree,Top 25%,1,married,0
AI221Y,25-34,F,Postgraduate degree,Bottom 25%,0,single,2
GF213Q,45-64,F,Schooling until age 16,Mid 50%,0,single,2
YL353W,16-24,F,Schooling until age 16,Bottom 25%,1,single,1
FG633X,45-64,F,University degree,Bottom 25%,1,single,0
HN920R,35-44,M,University degree,Top 25%,2,married,0
HW557J,35-44,M,University degree,Mid 50%,2,married,2
BN557V,25-34,F,Postgraduate degree,Prefer not to say,2,married,0
BF956D,45-64,F,Schooling until age 16,Bottom 25%,0,single,1
CD429A,45-64,M,Schooling until age 18,Top 25%,2,married,1
ZX210W,25-34,F,Schooling until age 18,Mid 50%,2,married,0
QV624V,25-34,F,Schooling until age 16,Mid 50%,0,single,3+
UU764A,45-64,M,Schooling until age 16,Bottom 25%,0,married,0
IH724J,35-44,F,University degree,Top 25%,3+,married,2
FG261F,45-64,M,Trade / technical school or college,Top 25%,0,married,2
RE938O,16-24,F,Trade / technical school or college,Bottom 25%,1,single,0
TM148T,45-64,F,Schooling until age 16,Mid 50%,1,single,0
CD519Q,25-34,M,University degree,Bottom 25%,2,single,1
AB499O,45-64,F,University degree,Mid 50%,0,married,0
GU285G,25-34,F,University degree,Bottom 25%,0,single,0
AY696W,16-24,F,Schooling until age 18,Prefer not to say,0,single,1
VK650P,45-64,M,Trade / technical school or college,Top 25%,2,married,1
YU157G,45-64,M,University degree,Mid 50%,0,single,3+
VO317Q,16-24,F,Schooling until age 18,Prefer not to say,0,single,0
XL878B,16-24,M,Schooling until age 18,Mid 50%,0,single,0
OE842X,35-44,M,University degree,Top 25%,0,single,2
SH388Z,35-44,F,University degree,Top 25%,1,single,1
NX642H,25-34,F,Postgraduate degree,Top 25%,0,single,1
FJ658Z,45-64,F,Trade / technical school or college,Bottom 25%,1,single,1
TJ382R,16-24,F,Postgraduate degree,Top 25%,1,married,3+
RE142Q,45-64,F,Postgraduate degree,Mid 50%,2,single,3+
LR810S,35-44,F,University degree,Mid 50%,0,single,0
EY561A,45-64,M,University degree,Mid 50%,2,married,3+
VI276M,25-34,M,Trade / technical school or college,Top 25%,0,single,2
ID544A,45-64,F,Trade / technical school or college,Mid 50%,3+,married,0
QJ717K,35-44,M,Schooling until age 16,Mid 50%,3+,married,0
BB164W,16-24,F,Trade / technical school or college,Top 25%,0,single,1
